rt_loc,rt_corr_press,colour,location,corr_button,RT_measure_loop.thisRepN,RT_measure_loop.thisTrialN,RT_measure_loop.thisN,RT_measure_loop.thisIndex,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,MainLoop.thisRepN,MainLoop.thisTrialN,MainLoop.thisN,MainLoop.thisIndex,thisRow.t,notes,RT_measure_start.started,RT_measure_start_text.started,RT_startscreen_press.started,RT_measure_start.stopped,RT_startscreen_press.keys,RT_startscreen_press.rt,RT_startscreen_press.duration,RT_measure_fixation.started,rt_measure_fixation.started,RT_measure_fixation.stopped,RT_measure_target.started,RT_target_fig.started,RT_measure_response.started,RT_measure_target.stopped,RT_measure_response.keys,RT_measure_response.corr,RT_measure_response.rt,RT_measure_response.duration,rt_list,rt_measure_fixation.stopped,RT_measure_end.started,RT_measure_endtext.started,RT_measure_endtext.stopped,RT_measure_end.stopped,StartScreen_training.started,StartScreen_ButtonPress_training.started,StartScreen_text_training.started,StartScreen_training.stopped,StartScreen_ButtonPress_training.keys,StartScreen_ButtonPress_training.rt,StartScreen_ButtonPress_training.duration,initial_iti_training.started,initial_iti_fig_training.started,initial_iti_training.stopped,CuePresentation_training.started,CueCircle_training.started,EarlyPressCue_training.started,CuePresentation_training.stopped,EarlyPressCue_training.keys,Fixation2000_training.started,Fixation2000_fig_training.started,EarlyPressFixation_training.started,Fixation2000_fig_training.stopped,EarlyPressFixation_training.stopped,Fixation2000_training.stopped,EarlyPressFixation_training.keys,EarlyPressFixation_training.rt,EarlyPressFixation_training.duration,TargetPresentation_training.started,full_target_time,TargetPresentation_fig_training.started,ButtonPressTarget_training.started,TargetPresentation_training.stopped,ButtonPressTarget_training.keys,ButtonPressTarget_training.corr,ButtonPressTarget_training.rt,ButtonPressTarget_training.duration,outcome_label_training,Blank_screen_training.started,Blank_screen_training.stopped,FeedbackCode_training.started,text_Feedback_training.started,text_treatCounter_training.started,FeedbackCode_training.stopped,ITI500_training.started,trial_ITI_training.started,trial_ITI_training.stopped,ITI500_training.stopped,TargetPresentation_fig_training.stopped,ButtonPressTarget_training.stopped,text_Feedback_training.stopped,text_treatCounter_training.stopped,CueCircle_training.stopped,EarlyPressCue_training.stopped,acc_ratio,EndScreen_training.started,EndScreenText_training.started,endTraining_startMain.started,EndScreen_training.stopped,endTraining_startMain.keys,endTraining_startMain.rt,endTraining_startMain.duration,WelcomeScreen.started,StartScreen_ButtonPress.started,textStartScreen.started,WelcomeScreen.stopped,StartScreen_ButtonPress.keys,StartScreen_ButtonPress.rt,StartScreen_ButtonPress.duration,initial_iti.started,first_ITI_fig.started,initial_iti.stopped,CuePresentation.started,CueCircle.started,EarlyPressCue.started,CuePresentation.stopped,EarlyPressCue.keys,Fixation2000.started,FixationScreen.started,EarlyPressFixation.started,FixationScreen.stopped,EarlyPressFixation.stopped,Fixation2000.stopped,EarlyPressFixation.keys,jitter,TargetPresentation.started,TargetPresentationScreen.started,ButtonPressTarget.started,TargetPresentation.stopped,ButtonPressTarget.keys,ButtonPressTarget.corr,ButtonPressTarget.rt,ButtonPressTarget.duration,outcome_label,Blank_screen.started,Blank_screen.stopped,FeedbackCode.started,text_Feedback.started,text_treatCounter.started,text_Feedback.stopped,text_treatCounter.stopped,FeedbackCode.stopped,ITI500.started,trial_ITI.started,trial_ITI.stopped,ITI500.stopped,Halfway_break.started,Halfway_break.stopped,Halfway_ButtonPress.keys,EarlyPressFixation.rt,EarlyPressFixation.duration,CueCircle.stopped,EarlyPressCue.stopped,TargetPresentationScreen.stopped,ButtonPressTarget.stopped,Halfway_break_text.started,Halfway_ButtonPress.started,Halfway_ButtonPress.rt,Halfway_ButtonPress.duration,EndScreen.started,EndScreenText.started,EndScreen.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.39131049998105,208.40877909999108,208.40877909999108,211.49320849997457,right,3.0686017999541946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(-0.45, 0)",left,,,,,,,,,0,0,0,0,212.02402959996834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.014814723007182,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,211.49323550000554,211.51016780000646,212.00741729995934,212.01179580000462,212.02402959996834,212.02402959996834,212.24422930000583,None,212.2444683999638,212.25693659996614,212.25693659996614,214.0070846999879,214.0070846999879,213.99089159996947,None,1.75,213.9911450999789,214.0070846999879,214.0070846999879,214.64246050000656,left,1,0.6300878999754786,None,Correct,214.64463769999566,214.64508659997955,214.64510620001238,215.15735850000056,215.15735850000056,217.15670539997518,217.15670539997518,217.14395190001233,217.14396630000556,217.15670539997518,217.66007829998853,217.64036969997687,217.64038009999786,217.6404006999801,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(0.45, 0)",right,,,,,,,,,0,1,1,1,217.66007829998853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994814723007182,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,217.64076300000306,217.66007829998853,217.66007829998853,217.90674850001233,None,217.9069170000148,217.92339800001355,217.92339800001355,219.92319419997511,219.92319419997511,219.90691029996378,right,2,219.9076297999709,219.92319419997511,219.92319419997511,220.79067129996838,right,1,,,Early,220.79099840001436,220.79133209999418,220.79135159996804,221.2940629000077,221.2940629000077,,,223.29178679996403,223.29179759998806,223.30607940000482,223.8065215999959,223.7903488999582,223.79036300000735,223.7903931000037,None,0.2666153000318445,None,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(-0.45, 0)",left,,,,,,,,,0,2,2,4,223.8065215999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974814723007182,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,223.7908735999954,223.8065215999959,223.8065215999959,224.04289819998667,None,224.0430481999647,224.05591659998754,224.05591659998754,226.05574769998202,226.05574769998202,226.0394435999915,None,2,226.03956559998915,226.05574769998202,226.05574769998202,226.44303159997799,left,1,0.3831061999662779,None,Correct,226.44366819999414,226.44382669997867,226.44383349997224,226.95972059998894,226.95972059998894,,,228.9439419999835,228.94396130001405,228.95640839997213,,229.4554877000046,229.4555075999815,229.4555362999672,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(-0.45, 0)",left,,,,,,,,,0,3,3,2,229.4719894999871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.954814723007182,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,229.45588209998095,229.4719894999871,229.4719894999871,229.70578969997587,None,229.70593080000253,229.72199900000123,229.72199900000123,231.72197700000834,231.72197700000834,231.70557190000545,None,2,231.70569599996088,231.72197700000834,231.72197700000834,232.2062154999585,left,1,0.473990100028459,None,Correct,232.2070328000118,232.20733130001463,232.20734470000025,232.72193980001612,232.72193980001612,234.72518239996862,234.72518239996862,234.70627309998963,234.70628759998363,234.72518239996862,,235.2091465999838,235.2091752999695,235.20923310000217,None,,,229.72199900000123,229.72199900000123,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(0.45, 0)",right,,,,,,,,,0,4,4,3,235.22253400000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9348147230071819,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,235.21010659995954,235.22253400000045,235.22253400000045,235.45539640000788,None,235.45555499999318,235.47204650001368,235.47204650001368,237.47494220000226,237.47494220000226,237.4555127999629,None,2,237.4556899999734,237.47494220000226,237.47494220000226,237.842518999998,right,1,0.36146530002588406,None,Correct,237.843274999992,237.8435451000114,237.84355529997265,238.35463859996526,238.35463859996526,240.35460269998293,240.35460269998293,240.33847419999074,240.3384897999931,240.35460269998293,240.85776149999583,240.83824079995975,240.83825480000814,240.83828769996762,None,,,235.47204650001368,235.47204650001368,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(0.45, 0)",right,,,,,,,,,0,5,5,5,240.85776149999583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9148147230071819,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,240.83866379997926,240.85776149999583,240.85776149999583,241.1044022999704,None,241.10454089997802,241.12104569998337,241.12104569998337,242.87079339998309,242.87079339998309,242.85470169998007,None,1.75,242.8548415999976,242.87079339998309,242.87079339998309,243.2750983000151,right,1,0.3964799999957904,None,Correct,243.275811599975,243.27600909996545,243.27602260001004,243.7879302999936,243.7879302999936,245.7875561999972,245.7875561999972,245.77100349997636,245.77101679996122,245.7875561999972,246.29085769999074,246.2713614999666,246.2713756999583,246.27142569998978,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(-0.45, 0)",left,,,,,,,,,1,0,6,0,246.29085769999074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8948147230071819,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,246.27182269998593,246.29085769999074,246.29085769999074,246.53728859999683,None,246.53743029996986,246.55379779997747,246.55379779997747,248.3036575000151,248.3036575000151,248.29071919998387,None,1.75,248.2908631999744,248.3036575000151,248.3036575000151,248.78768299997319,left,1,0.46822180005256087,None,Correct,248.78879089996917,248.78905259998282,248.78906229999848,249.30359079997288,249.30359079997288,,,251.2890650999616,251.28907549998257,251.30371090001427,251.8068234999664,251.7871395999682,251.78716349997558,251.78718789998675,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(0.45, 0)",right,,,,,,,,,1,1,7,5,251.8068234999664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8748147230071819,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,251.78754240000853,251.8068234999664,251.8068234999664,252.05348090000916,None,252.0536297999788,252.06991059996653,252.06991059996653,254.07313889998477,254.07313889998477,254.0539301999961,None,2,254.05407289997675,254.07313889998477,254.07313889998477,254.50382340000942,right,1,0.42596209998009726,None,Correct,254.50449449999724,254.5047263999586,254.50473419995978,255.02318119996926,255.02318119996926,,,257.0063412999734,257.0063535000081,257.0197555999621,257.5227939999895,257.5034164999961,257.50343059998704,257.5034523999784,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(0.45, 0)",right,,,,,,,,,1,2,8,3,257.5227939999895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8548147230071819,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,257.50373379996745,257.5227939999895,257.5227939999895,257.76950160000706,None,257.7696600999916,257.7860870999866,257.7860870999866,260.03593620000174,260.03593620000174,260.019561299996,None,2.25,260.01972179999575,260.03593620000174,260.03593620000174,260.4698353999993,right,1,0.43103920004796237,None,Correct,260.4703639000072,260.4705314000021,260.4705404000124,260.98573469999246,260.98573469999246,262.9858400999801,262.9858400999801,262.9693292999873,262.9693450999912,262.9858400999801,263.4855591999949,263.46929470001487,263.4693094000104,263.46933200000785,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(0.45, 0)",right,,,,,,,,,1,3,9,1,263.4855591999949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8348147230071818,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,263.46966339997016,263.4855591999949,263.4855591999949,263.7193302999949,None,263.7194881999749,263.7388009999995,263.7388009999995,265.7527153000119,265.7527153000119,265.73593029996846,None,2,265.7361233999836,265.7527153000119,265.7527153000119,266.1861900999793,right,1,0.42611719999695197,None,Correct,266.1872938000015,266.18758699996397,266.1875988999964,266.70181930001127,266.70181930001127,268.70504999998957,268.70504999998957,268.6860983999795,268.6861110999598,268.70504999998957,,269.20233989995904,269.20235310000135,269.20237660000566,None,,,263.7388009999995,263.7388009999995,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(-0.45, 0)",left,,,,,,,,,1,4,10,2,269.2223135000095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8148147230071818,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,269.20270159997744,269.2223135000095,269.2223135000095,269.4683633999666,None,269.46853559999727,269.4849729000125,269.4849729000125,271.73493809998035,271.73493809998035,271.71877209999366,None,2.25,271.7188962000073,271.73493809998035,271.73493809998035,272.18888349999906,left,1,0.44262909999815747,None,Correct,272.1895489000017,272.1897563000093,272.1897684999858,272.70176419999916,272.70176419999916,274.70093240001006,274.70093240001006,274.68477419996634,274.6847875000094,274.70093240001006,275.2013305000146,275.1851013000123,275.1851114999736,275.18513279996114,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(-0.45, 0)",left,,,,,,,,,1,5,11,4,275.2013305000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7948147230071818,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,275.1854837000137,275.2013305000146,275.2013305000146,275.43528410000727,None,275.4354053999996,275.4542460999801,275.4542460999801,277.2177961000125,277.2177961000125,277.20150779996766,None,1.75,277.20167059998494,277.2177961000125,277.2177961000125,277.6700634000008,left,1,0.4489484999794513,None,Correct,277.6706617999589,277.6708584000007,277.6708643999882,278.18546369997784,278.18546369997784,,,280.17099909996614,280.17100999999093,280.1841606000089,280.6874247000087,280.66750579996733,280.66752489999635,280.6675451999763,None,,,275.4542460999801,275.4542460999801,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(0.45, 0)",right,,,,,,,,,2,0,12,5,280.6874247000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7748147230071818,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,280.667819699971,280.6874247000087,280.6874247000087,280.93404999998165,None,280.93418999999994,280.95256519998657,280.95256519998657,282.71723479998764,282.71723479998764,282.7008189999615,None,1.75,282.7009523999877,282.71723479998764,282.71723479998764,283.2177039000089,right,1,0.49926059995777905,None,Correct,283.21848049998516,283.21870149997994,283.2187090999796,283.7334548999788,283.7334548999788,285.73336069996003,285.73336069996003,285.71710979996715,285.7171229000087,285.73336069996003,286.23344370000996,286.2173882999923,286.217402099981,286.21743169997353,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(-0.45, 0)",left,,,,,,,,,2,1,13,2,286.23344370000996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7548147230071818,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,286.21770689997356,286.23344370000996,286.23344370000996,286.46985509997467,None,286.4700592000154,286.4836876000045,286.4836876000045,288.486680699978,288.486680699978,288.46712069999194,None,2,288.46726219996344,288.486680699978,288.486680699978,288.8673827999737,left,1,0.37775099999271333,None,Correct,288.86803750001127,288.86831439996604,288.86832419998245,289.3665962999803,289.3665962999803,291.3662658999674,291.3662658999674,291.3532613000134,291.35328499996103,291.3662658999674,291.86638449999737,291.8501040000119,291.8501161999884,291.8501423000125,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(-0.45, 0)",left,,,,,,,,,2,2,14,4,291.86638449999737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7348147230071818,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,291.85043019999284,291.86638449999737,291.86638449999737,292.10303920001024,None,292.10316599998623,292.1160802000086,292.1160802000086,294.1162569000153,294.1162569000153,294.0998585000052,None,2,294.10002529999474,294.1162569000153,294.1162569000153,294.57078269997146,left,1,0.4366083000204526,None,Correct,294.5716094999807,294.57203829998616,294.5720541999908,295.08304689999204,295.08304689999204,297.0825028999825,297.0825028999825,297.06627810001373,297.066294499964,297.0825028999825,297.58250789996237,297.5662472000113,297.5662595999893,297.5662812999799,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(-0.45, 0)",left,,,,,,,,,2,3,15,0,297.58250789996237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7148147230071817,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,297.56660089996876,297.58250789996237,297.58250789996237,297.8192244999809,None,297.81937420001486,297.83233299996937,297.83233299996937,299.832169900008,299.832169900008,299.81612249999307,None,2,299.81630679999944,299.832169900008,299.832169900008,300.30464389995905,left,1,0.4637166000320576,None,Correct,300.30652280000504,300.30714889999945,300.3071774999844,300.8156672999612,300.8156672999612,302.81514709995827,302.81514709995827,302.7992272999836,302.79924319998827,302.81514709995827,303.31523100001505,303.2990845000022,303.29909579997184,303.2991150000016,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(0.45, 0)",right,,,,,,,,,2,4,16,3,303.31523100001505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6948147230071817,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,303.2993941999739,303.31523100001505,303.31523100001505,303.5490578999743,None,303.5491887999815,303.56526279996615,303.56526279996615,305.56493529997533,305.56493529997533,305.5519413999864,None,2,305.5520824000123,305.56493529997533,305.56493529997533,306.0151861999766,right,1,0.44298329995945096,None,Correct,306.01607349998085,306.0162852999638,306.0162927999627,306.5314988999744,306.5314988999744,308.5314530999749,308.5314530999749,308.5150868999772,308.5151020999765,308.5314530999749,,309.01540679996833,309.0154246999882,309.0154648000025,None,,,303.56526279996615,303.56526279996615,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(0.45, 0)",right,,,,,,,,,2,5,17,1,309.0316246000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6748147230071817,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,309.0160006000078,309.0316246000002,309.0316246000002,309.266285199963,None,309.26659069996094,309.28464129997883,309.28464129997883,311.53106249996927,311.53106249996927,311.51818449998973,None,2.25,311.5183674999862,311.53106249996927,311.53106249996927,311.9484528999892,right,1,0.4113152999780141,None,Correct,311.94925020000665,311.9494875000091,311.94949699996505,312.46785750001436,312.46785750001436,,,314.4478101999848,314.44782539998414,314.46395020000637,,314.9481412000023,314.9481607999769,314.9482032000087,None,,,309.28464129997883,309.28464129997883,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(0.45, 0)",right,,,,,,,,,3,0,18,1,314.96974719996797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6548147230071817,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,314.94875569996657,314.96974719996797,314.96974719996797,315.2011257999693,None,315.20127469999716,315.2141253000009,315.2141253000009,316.9639003999764,316.9639003999764,316.9476342999842,None,1.75,316.9477914000163,316.9639003999764,316.9639003999764,317.564316199976,right,1,0.5863271999987774,None,Correct,317.56483260000823,317.5650180999655,317.56502609996824,318.063666299975,318.063666299975,320.06365149997873,320.06365149997873,320.0472539999755,320.0472651000018,320.080270299979,,320.56729410000844,320.56730619998416,320.56732929998543,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(-0.45, 0)",left,,,,,,,,,3,1,19,2,320.58023089997005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6348147230071817,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,320.5676123999874,320.58023089997005,320.58023089997005,320.8139774999581,None,320.81409930001246,320.83008240000345,320.83008240000345,322.57991839997703,322.57991839997703,322.56372649996774,None,1.75,322.56388530001277,322.57991839997703,322.57991839997703,323.03180150000844,left,1,0.4501958999899216,None,Correct,323.0330058999825,323.0334946999792,323.0335148999584,323.54685939999763,323.54685939999763,325.54639470000984,325.54639470000984,325.53018110000994,325.5302037000074,325.54639470000984,326.04653439996764,326.03005349996965,326.03006540000206,326.0300886000041,None,,,320.83008240000345,320.83008240000345,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(0.45, 0)",right,,,,,,,,,3,2,20,5,326.04653439996764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6148147230071817,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,326.0303990999819,326.04653439996764,326.04653439996764,326.2827116000117,None,326.2828667999711,326.29849730001297,326.29849730001297,328.06292519997805,328.06292519997805,328.04996360000223,None,1.75,328.0501334000146,328.06292519997805,328.06292519997805,328.49640130001353,right,1,0.43052940000779927,None,Correct,328.49695699999575,328.4971268000081,328.49713269999484,328.99607839999953,328.99607839999953,330.9959338000044,330.9959338000044,330.9794029999757,330.9794135999982,331.0159344999702,,331.51234499999555,331.5123564999667,331.5123789999634,None,,,,,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(-0.45, 0)",left,,,,,,,,,3,3,21,0,331.5289772999822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5948147230071816,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,331.51272379996954,331.5289772999822,331.5289772999822,331.76278689998435,None,331.76290929998504,331.7824872999918,331.7824872999918,334.04525759996613,334.04525759996613,334.0328251000028,None,2.25,334.0329578999663,334.04525759996613,334.04525759996613,334.5792154999799,left,1,0.5279950999538414,None,Correct,334.579843399988,334.57999810000183,334.58000449999236,335.098600599973,335.098600599973,,,337.0790772999753,337.07909590000054,337.0985270999954,,337.59517310000956,337.59518349997234,337.59520649997285,None,,,331.7824872999918,331.7824872999918,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,red,"(-0.45, 0)",left,,,,,,,,,3,4,22,4,337.6184477999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5748147230071816,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,337.59554959996603,337.6184477999923,337.6184477999923,337.86188579996815,None,337.86206720001064,337.87889110000106,337.87889110000106,339.6323623000062,339.6323623000062,339.6127831999911,None,1.75,339.61300089996075,339.6323623000062,339.6323623000062,340.1963766000117,None,0,,,Incorrect,340.19725379999727,340.19769840000663,340.19771719997516,340.71491919999244,340.71491919999244,,,342.68149559997255,342.6815077000065,342.6945823999704,343.1945822999696,343.18184149998706,343.1818532999605,343.18187440000474,None,,,,,340.2119796999614,340.2119796999614,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,yellow,"(0.45, 0)",right,,,,,,,,,3,5,23,3,343.1945822999696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5548147230071816,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,343.1823145999806,343.1945822999696,343.1945822999696,343.42858419998083,None,343.42873809998855,343.4448471000069,343.4448471000069,345.69703159999335,345.69703159999335,345.67829670000356,right,2.25,345.678868899995,345.69703159999335,345.69703159999335,346.2122173999669,right,1,,,Early,346.2125234999694,346.2127759999712,346.2127887000097,346.7277663999703,346.7277663999703,348.7273205000092,348.7273205000092,348.71102950000204,348.7110481999698,348.7273205000092,,349.21463150001364,349.2146436999901,349.2146691000089,None,0.7437699000001885,None,343.4448471000069,343.4448471000069,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
,,blue,"(-0.45, 0)",left,,,,,,,,,4,0,24,0,349.22735409997404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5348147230071816,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,349.21495049999794,349.22735409997404,349.22735409997404,349.4612213000073,None,349.4613512000069,349.47750049998285,349.47750049998285,351.7271452000132,351.7271452000132,351.714519799978,None,2.25,351.71470680000493,351.7271452000132,351.7271452000132,352.1633734999923,left,1,0.42094460001681,None,Correct,352.16419819998555,352.1644398999633,352.1644494999782,352.67775909998454,352.67775909998454,354.6767022999702,354.6767022999702,354.66379479999887,354.66381190001266,354.6767022999702,355.1769082999672,355.1607068000012,355.16073199996026,355.16075609996915,None,,,349.47750049998285,349.47750049998285,,,,,,,,,,sub001,mid,2024-05-15_15h50.11.271,MID_python,2023.2.3,60.11515659604383,2024-05-15 15h50.27.226452 +0200,
